student_id,study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,gender,performance,final_grade
2588,5.5,92.3,74.1,3,2,6.6,79.0,15,Female,Medium,58.3
2589,4.0,85.9,45.9,4,3,9.2,100.0,17,Male,Medium,61.4
2590,5.8,82.5,77.6,2,2,8.0,97.6,19,Female,Medium,72.3
2591,9.1,67.3,52.6,5,3,6.5,81.5,15,Female,High,66.3
2592,4.9,89.1,91.1,4,1,10.1,95.1,16,Female,High,77.9
2593,5.9,68.7,57.7,2,1,7.7,79.0,15,Female,Low,46.4
2594,6.1,78.5,100.0,4,0,5.5,98.3,17,Male,High,74.6
2595,8.1,100.0,92.0,2,4,7.4,43.2,15,Female,High,83.4
2596,0.4,70.1,58.1,1,1,7.8,77.5,17,Male,Low,44.2
2597,4.5,56.4,70.3,4,3,6.0,42.4,18,Male,Medium,66.2
2598,6.5,64.2,81.3,4,3,5.4,82.9,16,Female,Medium,70.7
2599,9.0,94.9,81.8,4,4,7.1,75.7,18,Female,High,85.1
2600,4.8,83.8,76.6,2,1,6.5,100.0,15,Female,Low,67.9
2601,1.3,78.1,88.8,4,4,9.2,92.8,15,Female,Low,67.2
2602,7.5,72.4,68.2,2,1,8.1,70.5,16,Female,Low,51.2
2603,4.4,87.3,64.5,4,3,6.0,72.7,18,Male,Medium,68.3
2604,3.0,67.3,64.8,4,3,7.6,86.9,18,Male,Low,63.1
2605,4.4,84.6,82.9,4,0,8.9,69.7,16,Female,Medium,61.8
2606,5.5,69.0,75.5,5,1,4.9,79.4,15,Female,Medium,59.9
2607,4.5,66.5,74.4,5,2,5.5,100.0,18,Female,Medium,69.9
2608,0.5,70.4,81.9,5,2,7.0,65.1,17,Female,Low,69.2
2609,8.2,74.4,39.2,5,4,7.1,71.9,16,Female,High,51.1
2610,9.2,79.3,74.7,4,2,6.9,74.5,17,Female,High,73.5
2611,7.6,83.5,73.3,5,4,6.5,100.0,18,Male,High,74.4
2612,3.2,24.7,95.0,5,2,6.5,90.9,15,Male,Low,68.7
2613,5.5,67.9,47.1,4,5,7.6,100.0,15,Female,Low,57.0
2614,6.0,74.1,93.4,2,3,8.7,93.8,16,Female,High,71.5
2615,7.5,100.0,71.1,1,3,6.3,95.0,17,Female,Medium,68.2
2616,7.7,63.8,77.3,4,1,10.7,88.5,16,Female,Medium,64.5
2617,4.2,82.4,95.1,3,2,9.9,86.6,18,Male,Medium,75.9
2618,6.2,100.0,78.4,4,1,9.0,53.9,18,Male,Medium,73.2
2619,7.1,60.3,76.0,3,1,7.9,86.4,17,Female,Medium,63.6
2620,9.6,85.9,73.6,3,3,10.0,78.0,15,Male,High,71.4
2621,7.8,68.0,62.7,4,3,6.6,89.8,19,Female,High,68.7
2622,8.0,72.4,69.6,5,0,5.8,78.7,17,Male,High,76.6
2623,6.2,68.0,59.3,2,2,6.2,93.7,17,Male,Low,53.4
2624,9.5,69.0,69.3,5,2,5.5,96.9,19,Female,High,70.2
2625,7.0,100.0,35.0,4,0,7.2,27.6,18,Female,Medium,54.8
2626,3.8,92.7,76.4,3,2,7.4,72.2,17,Male,Medium,72.6
2627,9.5,96.5,68.2,3,3,7.3,46.6,17,Male,High,71.6
2628,7.7,87.4,65.0,1,0,7.0,84.3,15,Male,Medium,64.6
2629,4.9,55.9,73.3,1,3,7.2,74.6,19,Male,Low,53.9
2630,4.8,85.9,48.5,3,2,9.6,100.0,18,Male,Low,56.5
2631,6.7,96.1,98.9,2,3,7.9,83.7,16,Female,High,64.5
2632,7.2,67.2,68.5,2,1,8.4,71.3,18,Female,Low,70.3
2633,6.5,94.5,67.8,4,3,7.3,96.9,18,Male,High,73.9
2634,6.8,90.6,55.5,4,0,4.6,74.3,16,Male,Medium,62.4
2635,10.2,100.0,70.4,4,2,4.3,71.0,17,Male,High,86.2
2636,8.7,73.7,90.8,2,1,10.1,87.1,16,Female,High,73.0
2637,6.5,63.5,85.5,4,4,6.2,100.0,18,Female,High,87.7
2638,8.4,74.6,82.8,5,3,6.1,95.4,16,Female,High,81.2
2639,3.4,100.0,78.2,3,0,7.4,90.2,17,Male,Medium,68.2
2640,7.0,52.6,64.6,5,0,7.8,100.0,16,Male,Medium,65.6
2641,10.5,49.0,48.2,4,1,8.0,66.8,15,Female,Low,51.9
2642,5.5,81.3,67.0,4,1,9.7,66.4,15,Female,Medium,58.2
2643,3.9,73.4,66.5,4,3,9.3,82.6,17,Female,Medium,57.4
2644,4.4,80.1,85.7,2,3,5.8,100.0,16,Female,Low,72.0
2645,3.3,94.2,74.6,3,4,8.5,63.0,17,Male,Medium,60.7
2646,4.0,71.7,94.2,2,5,6.4,100.0,17,Female,Medium,66.7
2647,5.1,51.9,88.0,1,3,6.8,54.1,17,Male,Low,65.4
2648,2.5,100.0,63.2,2,0,5.4,77.8,17,Male,Low,57.8
2649,6.0,65.0,43.1,5,2,4.5,83.1,16,Male,Medium,55.5
2650,8.3,64.1,90.8,3,2,7.0,64.1,15,Male,Medium,75.7
2651,3.7,96.6,90.4,5,2,5.6,68.8,16,Male,High,82.0
2652,9.8,74.2,49.5,4,3,8.4,94.3,17,Male,High,67.0
2653,7.3,79.0,92.6,3,5,6.6,100.0,18,Male,High,80.0
2654,8.6,87.2,75.7,3,4,7.5,41.9,16,Female,High,70.7
2655,4.4,96.3,72.4,3,1,9.1,83.2,17,Female,Low,67.5
2656,8.1,75.0,94.2,5,1,4.8,78.0,16,Female,High,82.7
2657,3.3,100.0,90.2,4,3,5.9,81.9,16,Female,Medium,69.3
2658,8.2,48.0,79.8,1,3,7.3,74.3,17,Male,Low,68.6
2659,6.4,91.4,77.1,5,1,7.5,56.8,16,Male,High,71.8
2660,7.4,67.4,79.2,4,3,8.7,100.0,17,Male,High,78.8
2661,3.1,100.0,64.0,2,3,8.3,100.0,19,Male,Medium,59.8
2662,3.8,82.1,69.2,4,2,7.1,78.1,15,Female,Low,65.4
2663,7.5,69.9,56.5,4,1,7.5,71.2,17,Male,Medium,53.4
2664,3.6,89.9,65.0,3,4,7.5,69.0,19,Female,Medium,71.2
2665,7.2,93.4,64.5,4,3,4.8,33.5,16,Male,Medium,56.6
2666,2.6,89.6,60.5,2,1,6.8,86.4,16,Female,Low,46.2
2667,8.1,64.6,72.1,3,3,7.4,94.0,15,Female,Medium,67.0
2668,2.9,72.7,65.1,1,3,7.7,82.5,17,Female,Low,52.2
2669,7.4,79.9,77.5,5,4,5.6,78.4,17,Male,High,72.3
2670,7.6,79.4,45.7,4,1,5.1,82.4,17,Female,Low,53.1
2671,4.3,91.2,68.3,2,5,6.6,64.6,17,Female,Medium,59.8
2672,7.5,49.8,72.0,3,1,10.0,71.0,18,Male,Medium,65.9
2673,6.7,85.0,65.3,2,3,5.8,77.0,15,Male,Medium,63.0
2674,4.7,75.7,67.4,4,3,8.8,92.5,19,Female,Medium,71.4
2675,3.5,67.4,46.2,2,2,9.4,100.0,16,Male,Low,46.0
2676,1.1,68.9,75.3,4,2,7.1,75.9,15,Female,Low,58.0
2677,6.9,76.8,79.7,5,4,6.0,61.2,19,Male,High,80.9
2678,2.1,26.0,77.4,4,3,7.8,80.6,18,Female,Low,51.9
2679,6.2,69.5,85.6,3,2,7.3,100.0,18,Male,Medium,55.9
2680,5.3,66.9,73.0,3,1,5.7,62.8,15,Male,Low,51.1
2681,7.7,88.0,77.2,3,0,6.0,95.9,18,Female,Medium,68.3
2682,5.2,67.9,72.3,4,1,7.7,100.0,17,Female,Medium,69.8
2683,5.2,76.8,80.3,4,5,8.4,73.5,18,Male,High,61.3
2684,7.8,100.0,46.3,4,3,6.5,67.4,19,Male,Medium,60.2
2685,6.8,94.9,56.6,3,5,6.9,90.3,16,Female,High,62.5
2686,6.8,93.5,93.8,5,0,8.0,86.4,17,Male,High,81.1
2687,7.2,72.5,33.1,2,3,6.7,92.5,18,Male,Low,40.0
2688,2.2,88.1,67.9,3,0,6.6,100.0,17,Female,Low,69.8
2689,7.9,76.5,87.6,4,3,5.9,83.0,15,Male,High,75.9
2690,7.5,77.1,68.6,2,2,5.8,58.5,15,Male,Medium,58.9
2691,3.5,86.1,63.9,4,0,11.0,81.2,17,Female,Low,59.6
2692,5.4,71.0,71.9,4,2,6.7,84.3,16,Female,Medium,74.1
2693,5.9,100.0,64.7,4,1,9.0,100.0,15,Male,Medium,56.8
2694,5.7,77.6,70.5,1,3,9.5,76.5,16,Male,Medium,57.0
2695,6.8,89.3,59.7,2,3,6.7,72.6,16,Female,Medium,59.6
2696,9.6,100.0,86.6,3,3,7.6,55.3,15,Female,High,83.4
2697,8.7,95.5,91.3,3,5,7.2,89.9,16,Female,High,89.6
2698,2.7,58.9,68.0,5,2,4.6,100.0,18,Female,Low,64.6
2699,7.6,86.7,49.2,4,2,4.7,76.0,15,Female,Medium,64.5
2700,9.3,92.8,62.1,3,3,7.1,88.1,18,Male,High,66.1
2701,7.0,93.4,67.2,5,2,6.4,70.1,18,Male,High,63.9
2702,8.7,63.3,77.6,4,0,9.8,56.9,17,Male,High,68.4
2703,11.0,70.1,54.9,3,3,6.6,87.8,16,Female,High,70.2
2704,8.6,94.9,58.5,3,0,9.9,80.5,18,Female,High,69.4
2705,6.6,68.6,77.7,2,1,6.3,37.1,17,Female,Low,68.8
2706,8.6,75.5,84.1,5,1,9.9,100.0,16,Male,High,80.9
2707,6.4,100.0,60.7,3,0,7.8,87.5,17,Male,High,62.4
2708,6.1,79.3,50.0,5,0,7.8,81.3,16,Female,Medium,58.1
2709,5.1,69.1,100.0,3,0,6.2,72.4,16,Male,Low,64.0
2710,9.9,66.8,81.7,5,2,7.9,87.3,17,Female,High,82.4
2711,4.0,85.0,66.0,2,1,9.5,88.1,16,Male,Low,53.9
2712,9.8,60.0,83.0,5,1,6.8,87.2,17,Male,High,82.5
2713,7.2,76.3,68.1,5,3,6.5,99.2,19,Female,High,76.7
2714,2.5,85.0,83.0,3,1,6.6,100.0,16,Female,Low,74.5
2715,6.9,99.5,72.4,4,0,9.4,100.0,16,Female,Medium,70.8
2716,0.7,90.0,71.4,4,2,8.3,64.9,18,Female,Low,60.9
2717,7.6,69.3,68.3,5,2,9.2,69.7,17,Female,High,68.5
2718,8.2,97.7,48.3,3,2,7.5,86.5,17,Male,Medium,57.6
2719,4.5,75.5,99.1,3,2,7.1,66.0,18,Male,Low,69.9
2720,6.3,61.5,55.9,5,3,7.6,68.9,18,Male,Medium,64.2
2721,10.9,77.4,49.6,4,3,8.6,88.6,17,Female,High,62.5
2722,4.7,100.0,66.8,3,4,6.6,96.2,16,Female,Medium,67.5
2723,3.4,82.5,55.6,4,2,9.1,100.0,17,Female,Low,50.1
2724,9.7,80.2,69.2,1,2,7.5,76.5,17,Male,Medium,65.4
2725,10.9,100.0,80.3,4,1,4.0,88.3,17,Female,High,75.8
2726,6.0,58.5,84.9,3,3,8.3,84.4,16,Female,Medium,71.4
2727,8.5,60.7,82.2,3,1,5.1,80.3,17,Male,Medium,64.8
2728,9.4,55.8,65.4,3,2,8.3,65.3,17,Male,Low,59.3
2729,4.1,85.6,70.7,3,2,8.4,63.0,16,Female,Medium,68.3
2730,4.8,82.5,76.1,3,3,7.5,92.0,19,Male,Medium,68.5
2731,9.1,100.0,43.6,3,4,7.8,65.0,18,Male,High,71.0
2732,10.2,83.7,78.6,3,4,8.6,48.0,18,Female,High,76.8
2733,7.4,73.9,48.1,2,1,6.3,79.4,17,Male,Low,51.4
2734,3.8,80.0,100.0,4,1,8.2,100.0,16,Male,Medium,81.4
2735,11.0,81.8,63.9,3,3,8.7,29.7,18,Female,High,69.1
2736,4.7,54.9,67.2,3,2,9.6,74.8,17,Male,Low,57.8
2737,5.2,100.0,58.5,4,2,5.3,92.2,17,Male,Medium,65.9
2738,6.9,87.8,60.6,5,3,7.6,47.2,15,Male,High,69.0
2739,9.9,83.2,100.0,4,3,5.6,76.2,17,Female,High,87.1
2740,8.1,89.2,84.1,1,5,5.5,59.5,19,Female,High,72.2
2741,7.0,90.6,46.8,4,2,7.5,61.9,15,Male,High,68.7
2742,7.2,77.9,92.6,5,2,7.1,72.8,16,Female,High,79.4
2743,6.1,70.5,87.9,3,2,8.7,59.8,17,Male,Medium,68.5
2744,7.4,89.0,65.8,5,3,6.5,58.3,17,Male,High,71.1
2745,0.0,85.8,74.6,3,3,6.8,78.9,15,Female,Low,61.5
2746,5.3,67.9,69.8,3,3,7.3,100.0,18,Female,Medium,72.4
2747,6.6,100.0,99.6,3,5,5.7,93.6,15,Female,High,83.7
2748,3.1,84.4,58.1,4,3,5.9,98.2,18,Female,Low,50.6
2749,7.0,90.9,72.2,3,2,8.7,94.4,15,Male,High,80.5
2750,5.5,100.0,63.6,2,3,6.2,67.4,16,Male,Low,60.0
2751,10.4,80.3,48.5,1,3,8.8,85.6,18,Male,Medium,57.6
2752,9.9,84.8,100.0,3,0,7.9,99.8,18,Female,High,84.5
2753,4.8,92.2,52.3,3,2,4.7,94.9,19,Female,Medium,52.2
2754,5.6,69.1,73.3,4,3,7.8,83.5,15,Female,High,70.1
2755,5.8,80.8,43.9,3,2,7.8,89.4,17,Female,Low,53.1
2756,4.9,81.9,64.0,5,3,7.6,100.0,15,Male,High,73.9
2757,6.5,65.7,76.3,3,2,6.8,95.1,16,Male,Medium,64.3
2758,4.1,100.0,57.6,3,5,5.6,74.3,16,Female,High,65.9
2759,3.2,58.9,78.8,2,1,9.0,78.7,15,Female,Low,67.9
2760,7.6,60.5,66.0,3,0,6.8,61.0,18,Male,Low,56.5
2761,7.6,99.7,87.4,1,2,5.7,100.0,15,Female,High,77.2
2762,4.0,90.7,90.4,4,2,7.7,100.0,17,Female,High,79.1
2763,8.2,64.6,61.2,4,2,5.9,81.5,17,Male,Medium,59.7
2764,4.4,89.1,71.2,2,1,5.6,100.0,16,Male,Medium,60.0
2765,6.6,100.0,72.8,3,3,6.4,91.4,19,Male,High,75.7
2766,8.1,79.5,79.3,1,2,6.0,72.2,16,Female,Medium,53.0
2767,5.9,100.0,70.2,4,3,5.6,96.3,19,Female,High,65.5
2768,7.1,54.1,72.9,4,3,8.2,87.2,19,Female,Medium,61.4
2769,4.7,90.4,66.3,2,3,6.8,95.1,19,Female,Low,61.4
2770,5.5,97.5,71.7,3,2,8.9,55.4,18,Female,Medium,73.2
2771,5.5,93.4,89.5,5,2,5.7,65.4,16,Male,High,76.8
2772,4.1,76.9,79.7,3,2,4.4,100.0,15,Male,Low,76.6
2773,5.6,75.6,80.5,3,4,7.2,100.0,17,Male,Medium,75.2
2774,2.1,86.7,80.8,3,4,9.8,100.0,16,Male,Medium,72.3
2775,4.8,92.2,67.7,4,2,7.8,100.0,18,Female,High,76.8
2776,5.3,89.0,74.8,5,0,11.8,90.4,18,Male,Medium,64.2
2777,5.4,95.6,53.7,5,1,7.5,89.1,16,Male,High,64.3
2778,5.4,64.7,89.0,4,2,7.4,63.6,15,Male,Medium,74.9
2779,5.8,76.6,28.3,3,2,4.0,69.6,16,Male,Low,43.1
2780,7.2,65.9,68.7,3,3,7.6,44.2,17,Female,Low,56.1
2781,8.2,74.2,87.1,3,2,7.3,74.2,15,Female,High,72.9
2782,4.4,95.2,49.5,5,3,6.4,42.9,17,Male,Medium,58.0
2783,3.0,81.6,76.0,4,4,6.8,99.5,17,Female,Medium,70.4
2784,3.4,100.0,59.8,3,3,6.9,87.0,16,Male,Medium,60.2
2785,4.8,82.9,64.5,1,1,6.7,43.5,17,Male,Low,44.9
2786,5.1,80.9,84.2,3,2,10.1,76.6,17,Male,Low,69.7
2787,4.1,81.6,73.0,5,2,6.4,100.0,17,Female,Medium,74.8
2788,2.8,70.4,39.5,3,4,7.3,77.7,19,Male,Low,44.1
2789,4.9,79.1,55.4,2,2,6.4,62.0,15,Female,Low,60.3
2790,6.5,96.9,84.6,1,2,8.2,47.9,17,Female,Medium,76.2
2791,7.5,81.7,76.7,3,2,7.3,48.4,18,Female,High,68.8
2792,4.6,68.1,96.2,5,2,6.6,89.6,16,Female,Medium,71.8
2793,5.0,66.1,95.2,5,3,4.1,72.2,17,Male,High,75.7
2794,3.7,73.2,64.9,5,0,7.4,73.7,17,Female,Low,57.7
2795,5.9,81.1,100.0,4,2,6.5,72.3,17,Male,High,72.2
2796,3.9,97.9,70.4,4,1,6.9,77.5,15,Male,Medium,62.2
2797,7.4,59.9,55.6,4,2,5.2,57.9,17,Female,Medium,57.6
2798,1.5,75.2,60.5,3,3,9.1,85.7,16,Male,Low,67.4
2799,5.1,82.2,36.1,4,1,8.3,54.4,17,Male,Low,50.4
2800,6.8,52.5,94.1,3,2,9.1,66.4,17,Female,Medium,68.4
2801,6.5,67.5,93.9,4,3,8.7,98.2,17,Female,High,79.8
2802,12.0,69.8,54.8,2,3,7.9,86.8,17,Female,High,68.9
2803,6.9,68.1,66.6,3,0,5.3,92.3,16,Female,Low,56.3
2804,3.5,82.9,71.4,4,2,9.8,100.0,16,Male,Medium,61.2
2805,5.8,77.6,55.6,5,1,5.6,78.9,16,Male,Medium,56.5
2806,1.6,71.7,43.7,3,1,6.6,80.4,16,Female,Low,48.9
2807,5.8,86.4,66.8,1,2,8.1,75.2,17,Female,Medium,56.0
2808,3.9,100.0,65.2,5,1,8.1,72.0,17,Male,High,64.2
2809,8.3,100.0,64.2,4,5,7.9,61.8,16,Male,High,68.1
2810,4.6,51.2,73.3,3,1,6.4,81.5,18,Female,Low,53.3
2811,5.7,88.7,91.4,4,3,6.1,86.4,17,Female,High,73.4
2812,4.4,77.3,65.5,3,3,10.8,87.4,15,Female,Medium,66.9
2813,10.3,82.3,72.6,3,5,6.9,81.2,16,Female,High,83.8
2814,5.2,74.0,80.9,5,2,6.8,96.7,17,Female,High,73.5
2815,10.6,81.8,78.3,2,4,5.9,80.5,16,Female,High,79.5
2816,8.0,82.3,60.8,2,5,7.4,72.6,18,Female,Medium,61.4
2817,7.2,71.3,71.4,1,1,7.3,63.3,17,Male,Low,50.9
2818,6.9,66.6,78.2,3,2,7.0,52.1,19,Male,Medium,66.5
2819,7.0,73.3,53.1,2,0,7.6,100.0,15,Male,Low,51.4
2820,1.2,83.5,89.0,3,3,9.6,67.4,17,Male,Low,62.7
2821,5.3,89.0,91.5,1,2,6.1,63.3,18,Male,Low,64.2
2822,8.1,92.8,59.2,3,1,7.1,72.5,16,Male,High,60.8
2823,5.9,72.6,72.9,3,3,6.0,75.0,15,Female,Medium,65.6
2824,2.5,84.3,79.6,1,0,7.4,100.0,17,Female,Low,58.3
2825,5.9,94.4,61.8,4,3,6.1,74.1,19,Female,High,73.0
2826,10.3,97.5,77.2,4,0,6.2,100.0,17,Female,High,71.1
2827,9.1,79.1,72.4,2,3,4.8,81.1,17,Female,Medium,66.4
2828,5.8,76.7,48.0,4,0,7.1,100.0,17,Male,Low,54.5
2829,8.4,82.9,76.9,5,1,7.6,96.1,15,Male,High,71.5
2830,5.1,62.8,53.5,5,3,9.8,86.5,17,Male,Low,60.8
2831,1.7,77.1,84.1,1,1,7.7,100.0,15,Male,Low,64.3
2832,3.7,91.2,59.9,4,2,6.3,100.0,16,Male,Medium,56.8
2833,9.9,89.6,67.6,3,4,5.0,91.4,18,Male,High,72.3
2834,5.3,75.9,90.6,2,0,5.2,100.0,17,Male,Medium,76.9
2835,5.4,83.3,77.4,3,3,5.1,71.0,19,Male,High,72.3
2836,5.3,67.6,53.8,3,0,9.8,62.1,16,Female,Low,50.9
2837,10.8,90.6,54.8,3,1,7.4,67.8,16,Male,Medium,64.9
2838,10.1,78.8,61.0,4,1,6.1,100.0,18,Female,High,69.5
2839,11.5,75.9,75.9,4,5,5.6,100.0,16,Female,High,83.0
2840,5.6,74.6,75.4,3,1,5.7,70.5,16,Female,Low,63.4
2841,6.7,79.1,57.4,3,4,6.1,37.6,17,Male,Medium,60.8
2842,2.2,73.3,52.5,3,5,9.0,76.3,16,Male,Low,60.1
2843,9.7,89.9,74.2,3,2,7.0,61.8,19,Male,High,73.0
2844,3.1,74.1,67.3,5,3,4.8,71.1,17,Male,Low,61.1
2845,6.5,100.0,100.0,4,3,10.5,61.0,18,Male,High,90.9
2846,3.3,100.0,70.5,5,2,5.3,51.0,18,Male,Medium,69.2
2847,4.5,66.6,97.2,4,1,6.1,100.0,16,Female,Medium,74.9
2848,3.9,81.0,52.4,3,2,9.0,67.7,18,Male,Low,56.9
2849,4.5,70.2,46.4,3,3,7.6,100.0,16,Male,Low,56.0
2850,4.7,75.1,53.2,3,3,6.3,76.0,15,Male,Low,53.8
2851,4.6,100.0,87.8,3,1,5.2,59.6,18,Male,High,75.9
2852,8.1,75.4,96.3,4,1,5.5,89.2,16,Male,High,76.8
2853,3.2,85.4,58.3,3,4,5.6,73.0,16,Male,Medium,71.1
2854,6.6,88.1,63.1,3,0,7.0,76.3,16,Female,Low,62.1
2855,9.0,65.0,52.5,4,3,7.3,82.6,16,Male,High,61.2
2856,4.7,67.2,42.8,5,0,6.8,65.4,17,Male,Low,50.9
2857,4.2,61.9,80.8,3,3,6.9,50.8,17,Male,Low,68.1
2858,5.4,66.7,73.3,4,4,5.4,79.1,17,Female,Medium,60.9
2859,8.9,37.2,70.2,2,1,7.4,97.4,19,Female,Low,72.8
2860,6.5,88.2,49.0,3,0,8.9,63.8,16,Female,Low,48.1
2861,4.7,100.0,94.6,1,2,6.8,82.8,15,Female,Low,74.5
2862,7.2,82.2,62.4,1,1,6.7,100.0,16,Male,Low,55.0
2863,3.2,58.8,78.0,4,2,7.1,78.4,18,Male,Medium,61.7
2864,7.7,70.4,48.2,3,3,8.7,81.5,17,Male,Medium,62.3
2865,7.0,73.1,67.1,4,1,5.7,81.0,19,Female,Low,57.1
2866,5.2,64.7,74.4,5,2,9.2,67.7,17,Male,Medium,72.9
2867,3.9,92.9,74.9,2,3,7.6,62.1,16,Male,Medium,62.0
2868,3.8,92.2,72.3,4,3,7.0,62.2,15,Female,High,72.4
2869,7.3,62.7,77.4,3,2,8.8,86.6,17,Male,Medium,65.6
2870,9.1,90.9,53.0,2,3,5.2,93.6,17,Female,Medium,60.9
2871,4.4,100.0,73.0,4,3,7.8,94.5,16,Male,Medium,70.7
2872,7.1,100.0,71.7,4,2,7.6,73.2,17,Female,High,64.3
2873,0.8,100.0,73.5,3,1,5.6,99.7,18,Male,Medium,65.7
2874,4.5,66.5,71.1,5,0,7.7,85.5,18,Female,Medium,72.4
2875,5.9,100.0,50.9,3,3,7.4,81.3,17,Female,Low,59.5
2876,3.7,74.7,50.2,5,3,6.7,19.9,18,Female,Low,52.8
2877,3.7,71.1,36.8,3,3,8.3,65.3,15,Female,Low,37.9
2878,4.3,84.9,82.3,2,0,6.1,52.6,16,Female,Low,65.0
2879,6.7,71.3,82.4,3,2,7.4,91.3,15,Male,Medium,77.0
2880,5.5,86.0,82.7,2,3,6.8,81.7,15,Male,Medium,71.9
2881,0.4,60.2,74.6,4,2,6.1,60.7,19,Male,Low,60.9
2882,0.7,76.4,38.0,4,1,7.8,85.5,16,Female,Low,49.3
2883,4.5,99.3,54.6,3,2,6.7,54.4,17,Female,Low,54.4
2884,7.1,79.1,72.6,2,3,4.8,61.2,17,Male,Medium,65.0
2885,0.0,82.1,72.0,3,0,4.3,67.2,17,Female,Low,58.5
2886,4.8,87.1,66.7,2,2,8.2,89.7,17,Male,Medium,56.6
2887,4.7,97.6,75.5,4,3,5.2,100.0,17,Male,High,79.1
2888,9.5,55.2,70.2,4,3,7.4,69.5,17,Female,High,76.9
2889,5.0,88.8,71.8,5,3,7.1,100.0,19,Male,High,71.1
2890,7.0,76.0,60.4,2,3,6.4,80.9,15,Female,Medium,67.4
2891,6.4,82.5,84.7,3,1,9.9,84.3,15,Female,High,71.4
2892,0.7,95.9,63.5,4,1,7.3,78.9,17,Female,Low,59.1
2893,7.9,62.1,50.0,5,3,8.1,76.4,16,Male,Medium,57.3
2894,6.5,64.8,58.4,4,0,7.4,87.9,17,Male,Medium,62.7
2895,7.3,51.0,64.8,2,3,6.7,93.3,19,Female,Low,60.1
2896,12.0,71.8,84.9,3,3,7.0,64.1,18,Male,High,69.4
2897,0.8,100.0,69.4,4,1,9.2,76.6,18,Female,Low,55.9
2898,10.3,78.2,67.2,4,2,8.6,100.0,16,Male,High,83.7
2899,5.3,59.9,51.3,5,2,9.9,83.2,16,Female,Low,55.3
2900,6.7,72.7,81.8,2,1,7.3,85.2,18,Female,Low,55.9
2901,5.9,57.7,60.2,5,2,5.7,100.0,18,Male,Low,66.3
2902,4.9,63.1,68.5,2,4,6.3,71.0,17,Male,Low,52.9
2903,4.6,85.8,92.2,5,2,5.2,79.4,18,Female,High,80.4
2904,6.8,62.4,77.6,5,3,8.2,94.7,19,Male,Medium,76.6
2905,2.2,96.7,45.6,4,0,6.1,100.0,17,Female,Low,53.2
2906,7.9,78.9,43.5,4,0,4.0,37.4,16,Male,Low,43.1
2907,5.0,81.3,69.0,2,0,10.7,66.7,17,Male,Low,55.5
2908,3.2,75.8,51.8,1,3,6.1,62.0,19,Female,Low,49.7
2909,4.9,91.6,79.7,2,2,6.1,77.8,16,Male,Medium,65.0
2910,9.1,91.7,70.6,2,1,9.5,63.4,17,Male,Medium,64.9
2911,4.7,85.0,72.5,3,3,5.2,92.0,17,Male,Low,64.0
2912,6.9,88.5,59.4,3,1,8.7,83.1,16,Male,Medium,59.6
2913,4.2,76.8,96.1,5,1,6.1,96.0,17,Male,Medium,81.0
2914,7.9,88.1,100.0,3,2,5.0,97.2,16,Male,High,78.7
2915,7.7,74.9,65.8,4,2,9.6,92.2,18,Female,High,52.8
2916,10.6,80.0,75.3,4,2,8.4,74.0,18,Male,High,75.2
2917,5.6,75.9,71.5,3,2,8.4,81.9,18,Male,Medium,66.6
2918,7.7,73.1,66.1,3,2,7.6,71.7,16,Female,Medium,70.4
2919,6.2,69.7,57.5,3,4,7.9,55.4,15,Male,Medium,58.3
2920,9.2,87.0,53.7,4,4,5.2,97.2,18,Female,High,65.5
2921,4.2,99.7,53.0,4,3,7.2,78.5,16,Male,High,62.9
2922,7.9,97.6,76.1,3,4,5.6,53.0,16,Male,High,80.2
2923,5.5,61.2,62.2,4,2,4.9,89.7,15,Male,Low,61.5
2924,5.8,99.3,31.3,2,3,7.6,76.0,17,Female,Low,45.8
2925,6.2,75.2,76.7,4,2,8.7,42.9,16,Male,High,80.6
2926,6.6,89.0,69.4,3,3,6.4,55.3,17,Female,Medium,65.0
2927,5.7,66.4,90.2,4,2,6.7,67.4,18,Male,Medium,61.6
2928,6.5,82.1,75.6,5,1,5.3,83.8,17,Male,High,63.8
2929,9.9,84.7,47.8,4,3,7.0,94.2,19,Female,High,71.2
2930,8.5,57.7,36.6,3,3,8.1,93.6,16,Male,Low,42.7
2931,8.2,89.1,59.2,2,3,8.2,90.9,17,Female,Medium,66.1
2932,4.9,100.0,60.6,4,1,7.8,79.4,16,Male,Low,55.9
2933,3.8,77.4,84.1,3,1,6.1,100.0,18,Female,Low,70.2
2934,8.4,100.0,69.9,2,1,6.0,92.6,19,Female,High,69.3
2935,8.2,77.2,87.0,4,2,8.2,84.0,16,Female,High,69.5
2936,9.7,92.7,50.1,3,1,8.2,90.2,16,Male,High,67.1
2937,4.5,46.7,84.5,1,2,6.7,72.8,16,Female,Low,70.2
2938,5.4,100.0,80.8,5,1,6.4,79.0,18,Female,Medium,64.1
2939,1.9,100.0,39.7,3,1,8.8,42.5,17,Male,Low,46.8
2940,5.0,75.7,89.8,3,3,6.5,73.0,18,Female,High,77.3
2941,8.5,50.4,71.4,4,4,8.1,100.0,15,Male,High,73.5
2942,4.8,84.3,75.9,5,0,6.8,82.7,17,Female,Medium,80.2
2943,7.6,58.3,57.0,1,2,5.4,81.9,17,Female,Low,56.7
2944,5.5,86.7,89.1,4,0,9.4,98.0,18,Female,High,86.6
